,名次,馬號,馬名,騎師,練馬師,實際 負磅,排位 體重,檔位,頭馬 距離,沿途 走位,完成 時間,獨贏 賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
2,3,4,開懷大少(A278),潘明輝,文家良,123,1208,5,3/4,5 7 8 3,1:41.45,36.0,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,True
1,2,5,世澤歆星(E168),潘頓,丁冠豪,123,1095,8,頸位,3 2 2 2,1:41.37,2.7,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,True
10,11,6,興圖繽紛(G099),巫顯東,蘇保羅,121,1147,7,9-1/4,2 3 5 11,1:42.79,39.0,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
11,12,7,帝豪大師(D225),田泰安,沈集成,121,1049,6,9-1/4,8 10 12 12,1:42.81,10.0,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
8,9,8,齊喜(G077),馬雅,高伯新,120,1053,2,5-3/4,4 5 3 9,1:42.21,25.0,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
6,7,9,電訊犇豹(D405),巴度,葉楚航,120,1147,4,3-3/4,12 4 4 7,1:41.92,18.0,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
3,4,10,威進駒(A326),蔡明紹,呂健威,119,1168,1,1-3/4,9 8 6 4,1:41.57,8.7,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
4,5,11,超級黃蜂(G043),希威森,韋達,118,1060,3,2-1/4,1 1 1 5,1:41.67,6.1,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
5,6,12,捷報(E123),班德禮,方嘉柏,115,1076,9,2-3/4,11 11 9 6,1:41.76,6.7,2022-06-22,5,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
2,3,1,財駿(E282),潘頓,沈集成,133,1154,10,1/2,9 10 3,1:10.50,6.6,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,True
8,9,2,高高(D397),馬雅,苗禮德,131,1070,9,7-1/4,11 9 9,1:11.56,13.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
4,5,3,辣得驕(D159),陳嘉熙,呂健威,123,1011,2,2,7 6 5,1:10.73,16.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
11,12,4,星叻無敵(G205),周俊樂,文家良,122,1138,6,12,3 4 12,1:12.31,10.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
1,2,5,有鴻利(E184),梁家俊,姚本輝,124,1271,1,1/2,2 1 2,1:10.48,3.2,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,True
5,6,6,特攻(G004),薛恩,大衛希斯,123,1102,5,2-1/4,5 3 6,1:10.75,5.7,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
0,1,7,紫雲冰(G246),霍宏聲,方嘉柏,123,1144,11,-,12 11 1,1:10.41,16.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,True,True
6,7,8,星洲駿馬(G047),田泰安,告東尼,121,1101,7,4-1/2,8 8 7,1:11.14,14.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
7,8,9,各取所需(C474),希威森,韋達,118,1091,12,5,6 7 8,1:11.20,35.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
10,11,10,淺草飛(C477),蔡明紹,丁冠豪,117,1157,8,9,10 12 11,1:11.83,41.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
3,4,11,仍然贏(C388),巴度,蘇偉賢,116,1119,4,1-1/4,4 5 4,1:10.61,7.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
9,10,12,中華精神(D148),巫顯東,何良,111,1169,3,7-1/4,1 2 10,1:11.57,35.0,2022-06-22,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",7,12,False,False
3,4,1,張燈結綵(E272),田泰安,蔡約翰,133,1076,9,2-1/2,8 7 4,1:10.62,16.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
5,6,2,增有(G173),薛恩,賀賢,132,1057,4,3,10 9 6,1:10.69,8.9,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
10,11,3,神速奔馳(G157),潘頓,文家良,131,1190,6,6,9 10 11,1:11.17,3.8,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
8,9,4,南莊之歌(C480),周俊樂,沈集成,127,1218,10,4,12 12 9,1:10.84,31.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
9,10,5,萬眾力得(D328),梁家俊,羅富全,129,1150,11,4-1/4,5 6 10,1:10.88,18.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
0,1,6,常常有餘(G208),何澤堯,方嘉柏,129,1092,1,-,4 4 1,1:10.21,4.3,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,True,True
11,12,7,正本歡心(D366),班德禮,容天鵬,127,1155,7,9-1/2,1 2 12,1:11.75,20.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
7,8,8,高明駿將(C511),霍宏聲,呂健威,124,1087,8,3-3/4,3 3 8,1:10.80,50.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
6,7,9,好好彩彩(B188),蔡明紹,蘇偉賢,120,1266,3,3-1/2,2 1 7,1:10.78,26.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
1,2,10,終身美麗(E275),巴度,告東尼,120,1166,12,頸位,6 5 2,1:10.27,11.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,True
4,5,11,多利神駒(G292),希威森,韋達,119,1063,5,3,11 11 5,1:10.69,40.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,False
2,3,12,極速奔馳(D262),潘明輝,姚本輝,117,1134,2,1,7 8 3,1:10.39,4.0,2022-06-22,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",6,12,False,True
1,2,1,包裝大獎(E264),潘明輝,何良,131,1146,8,1-1/2,3 2 2 2,1:40.21,7.8,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,True
3,4,2,綫路之星(G076),薛恩,告東尼,129,1051,11,4,11 12 11 4,1:40.63,8.1,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
5,6,3,跨渡口(G068),田泰安,蔡約翰,126,1076,5,4-1/2,9 10 8 6,1:40.70,7.6,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
0,1,4,牽旺加富(E127),希威森,韋達,124,1065,12,-,1 1 1 1,1:39.98,16.0,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,True,True
6,7,5,健康在望(C172),周俊樂,苗禮德,119,1037,4,4-3/4,8 7 7 7,1:40.73,12.0,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
8,9,6,天寅合一(E441),霍宏聲,告東尼,120,1038,10,7-1/4,12 11 12 9,1:41.15,35.0,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
7,8,7,全民佳知(C288),潘頓,姚本輝,120,1129,6,5,2 3 3 8,1:40.78,4.1,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
11,12,8,焱焱元帥(G053),巴度,蔡約翰,119,1131,1,8-3/4,5 5 6 12,1:41.40,15.0,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
2,3,9,忠誠駒(E130),蔡明紹,羅富全,119,1165,2,1-3/4,4 4 4 3,1:40.27,5.1,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,True
4,5,10,星運明爵(C431),馬雅,方嘉柏,117,1114,9,4-1/2,10 8 9 5,1:40.68,26.0,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
9,10,11,喜蓮心星(E348),班德禮,大衛希斯,115,1181,7,8,7 9 10 10,1:41.26,27.0,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
10,11,12,鋒芒勁露(G020),巫顯東,方嘉柏,112,1082,3,8-1/2,6 6 5 11,1:41.34,11.0,2022-06-22,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",4,12,False,False
10,11,1,暖在你心(D272),潘頓,呂健威,133,1162,9,5-1/4,3 3 11,1:10.53,9.1,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
2,3,2,遨遊戰士(C247),何澤堯,姚本輝,130,1140,5,1,4 5 3,1:09.85,9.6,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,True
3,4,3,艮志騰雲(B119),班德禮,沈集成,126,1240,4,1-1/2,2 2 4,1:09.95,22.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
5,6,4,帖木兒(B001),薛恩,方嘉柏,125,1201,8,2-1/4,10 10 6,1:10.04,22.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
1,2,5,金鑽貴人(G180),潘明輝,文家良,120,1175,2,3/4,5 4 2,1:09.83,2.7,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,True
9,10,6,包裝太保(E142),梁家俊,大衛希斯,122,1284,11,4-1/2,12 12 10,1:10.41,45.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
4,5,7,駿馬風采(D334),蔡明紹,羅富全,121,1210,7,2-1/4,6 7 5,1:10.03,7.7,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
7,8,8,運利多(E256),希威森,韋達,120,1094,12,4-1/4,1 1 8,1:10.36,49.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
11,12,9,新力寶(A379),周俊樂,蘇偉賢,118,1179,6,7-1/2,9 9 12,1:10.90,75.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
6,7,10,伊臣(G061),馬雅,羅富全,118,1145,1,2-1/4,8 8 7,1:10.05,5.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
8,9,11,志勝時機(E444),巴度,蔡約翰,116,1058,10,4-1/4,11 11 9,1:10.38,16.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,False,False
0,1,12,齊齊友福(D505),田泰安,鄭俊偉,115,1142,3,-,7 6 1,1:09.69,10.0,2022-06-22,9,跑馬地,第二班,1200米,好地,"HK$ 2,400,000",12,12,True,True
1,2,1,馬爾代夫(D329),薛恩,賀賢,135,1129,4,1-1/4,12 12 11 2,1:21.99,5.7,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,True
12,13,2,鴻運飛鷹(D481),潘明輝,呂健威,131,1244,9,10-1/4,4 4 4 13,1:23.40,15.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
8,9,3,領頭先駒(G313),梁家俊,容天鵬,132,1024,3,6,7 5 5 9,1:22.75,22.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
5,6,4,利害了(C367),希威森,韋達,131,1138,1,3-3/4,3 3 3 6,1:22.38,6.8,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
6,7,5,疾風明駒(D426),賀銘年,蔡約翰,130,1119,5,4-1/2,9 10 9 7,1:22.50,25.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
7,8,6,以戰得勝(E422),潘頓,羅富全,127,1086,8,5-1/4,10 9 10 8,1:22.60,5.2,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
13,14,7,八卦(C102),巫顯東,賀賢,124,1151,12,10-1/2,1 1 1 14,1:23.47,21.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
2,3,8,冠寶駒(D359),馬雅,苗禮德,125,1048,2,2-1/4,6 8 7 3,1:22.13,51.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,True
4,5,9,忠肝義膽(G153),田泰安,葉楚航,124,1215,7,3-3/4,8 7 8 5,1:22.38,6.6,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
10,11,10,超威星(D297),何澤堯,告東尼,124,1049,6,7-1/4,11 11 12 11,1:22.93,26.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
0,1,11,遨遊氣泡(E436),蔡明紹,姚本輝,124,1205,13,-,2 2 2 1,1:21.78,5.5,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,True,True
3,4,12,紅運泰斗(E309),巴度,蔡約翰,123,1085,14,3,5 6 6 4,1:22.24,9.8,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
11,12,13,錶之將來(G222),周俊樂,丁冠豪,118,1189,10,9-1/2,13 13 13 12,1:23.30,106.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
9,10,14,威力飛彈(G210),霍宏聲,呂健威,120,1157,11,7,14 14 14 10,1:22.90,172.0,2022-06-25,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",11,14,False,False
1,2,1,錶之科學(E442),田泰安,蘇保羅,135,1098,1,4-3/4,8 4 2,1:09.78,11.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,True
9,10,2,發財好市(D414),陳嘉熙,丁冠豪,130,1256,5,10,2 2 10,1:10.62,6.1,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
0,1,3,魅力寶駒(G213),潘頓,蔡約翰,134,1132,9,-,1 1 1,1:09.02,2.1,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,True,True
5,6,4,飛騰騅(E494),蔡明紹,方嘉柏,134,1035,2,7-1/4,6 7 6,1:10.18,15.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
11,12,5,喜盈於心(G118),馬雅,文家良,129,1037,10,13-1/2,4 5 12,1:11.16,15.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
3,4,6,騰飛塔(D500),何澤堯,蘇偉賢,129,1048,4,6,9 11 4,1:09.99,22.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
12,13,7,運來多寶(G316),巫顯東,容天鵬,126,1153,13,16-1/4,13 13 13,1:11.64,188.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
8,9,8,中華威威(D075),梁家俊,徐雨石,128,1223,6,9-1/2,3 3 9,1:10.56,13.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
2,3,9,競駿天下(G272),周俊樂,大衛希斯,123,1158,11,5-1/4,10 8 3,1:09.87,50.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,True
10,11,10,管之友(E496),霍宏聲,賀賢,124,1091,12,10-1/4,12 12 11,1:10.65,156.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
4,5,11,勇敢夢想(G156),薛恩,告東尼,123,1073,8,6,11 10 5,1:09.99,10.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
6,7,12,尊才(D418),巴度,葉楚航,119,1107,3,8-1/4,5 6 7,1:10.34,17.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
7,8,13,誠心所願(E343),希威森,韋達,116,1072,7,8-3/4,7 9 8,1:10.43,13.0,2022-06-25,2,沙田,第四班,1200米,好地至快地,"HK$ 1,040,000",3,13,False,False
2,3,1,大道至正(C197),潘明輝,鄭俊偉,133,1153,7,4,11 11 9 3,1:38.87,8.3,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,True
0,1,2,印水紙(D043),潘頓,高伯新,133,1148,2,-,3 3 2 1,1:38.21,3.6,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,True,True
3,4,3,御金寶(D477),希威森,姚本輝,133,1082,6,4-1/4,1 1 1 4,1:38.90,7.1,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
12,13,4,金津一號(D306),蔡明紹,丁冠豪,132,1047,11,19,10 10 12 13,1:41.27,39.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
1,2,5,日就月將(D157),薛恩,賀賢,129,1020,9,3-3/4,9 9 7 2,1:38.80,10.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,True
4,5,6,博愛友威(C152),陳嘉熙,沈集成,121,1105,5,6-1/2,6 6 4 5,1:39.23,13.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
5,6,7,甲烷(C469),何澤堯,告東尼,124,1075,1,7-1/4,5 5 5 6,1:39.36,12.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
8,9,8,麒麟(E151),梁家俊,大衛希斯,122,1119,3,7-1/2,7 7 8 9,1:39.41,8.1,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
6,7,9,錶之皇者(B398),田泰安,蘇保羅,121,1285,10,7-1/4,12 12 11 7,1:39.36,5.8,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
10,11,10,健康美麗(B384),周俊樂,文家良,118,1058,13,15-3/4,14 14 14 11,1:40.71,83.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
11,12,11,無名駒(G038),巫顯東,何良,117,1002,4,17-3/4,4 4 6 12,1:41.05,94.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
13,14,12,友之星(E072),巴度,容天鵬,118,1136,8,46-1/2,8 8 13 14,1:45.66,41.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
7,8,13,榮冠大道(V378),班德禮,葉楚航,118,1189,14,7-1/4,13 13 10 8,1:39.38,23.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
9,10,14,旋里多彩(B469),黎海榮,徐雨石,116,1091,12,8-3/4,2 2 3 10,1:39.62,46.0,2022-06-25,3,沙田,第四班,1650米,好地,"HK$ 1,040,000",2,14,False,False
4,5,1,金像非凡(E109),潘頓,羅富全,134,1123,8,2-1/4,6 6 6 5,1:22.58,4.4,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
8,9,2,翡翠綠(C056),巫顯東,苗禮德,130,1125,13,4-1/2,14 13 13 9,1:22.95,93.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
10,11,3,健康第一(E318),梁家俊,大衛希斯,131,1101,11,5-1/4,13 14 14 11,1:23.07,16.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
2,3,4,鹿鼎記(E245),蔡明紹,蘇保羅,130,1025,5,1-3/4,7 8 9 3,1:22.52,19.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,True
6,7,5,彩虹之光(E051),馬雅,韋達,130,1125,1,3,5 5 4 7,1:22.70,4.1,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
13,14,6,元朗之星(C303),黎海榮,文家良,128,1126,12,10-1/2,2 3 5 14,1:23.90,43.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
3,4,7,一舖縱橫(B385),班德禮,葉楚航,127,1084,4,2,12 10 8 4,1:22.54,31.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
12,13,8,一絕(G198),霍宏聲,賀賢,127,1047,7,6-3/4,9 9 10 13,1:23.32,63.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
9,10,9,遨遊之星(C098),巴度,容天鵬,126,1265,2,5,3 2 2 10,1:23.03,5.9,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
5,6,10,木火兄弟(G115),潘明輝,何良,124,1166,6,3,11 11 12 6,1:22.70,10.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
0,1,11,雙節棍(C357),薛恩,方嘉柏,125,1044,10,-,4 4 3 1,1:22.23,36.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,True,True
1,2,12,首飾大亨(E473),賀銘年,蔡約翰,125,1033,3,3/4,8 7 7 2,1:22.38,13.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,True
11,12,13,場長勝(E384),何澤堯,蘇偉賢,121,1130,9,5-1/4,10 12 11 12,1:23.09,10.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
7,8,14,奮鬥齊心(D349),田泰安,徐雨石,120,1086,14,3-1/4,1 1 1 8,1:22.73,12.0,2022-06-25,4,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",11,14,False,False
11,12,1,勝利之皇(E457),巴度,蘇偉賢,134,1106,7,7-1/2,6 6 6 12,1:23.34,7.1,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
2,3,2,天天得樂(E294),周俊樂,何良,130,1059,3,3/4,7 7 8 3,1:22.27,4.8,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,True
1,2,3,喜報(E374),潘明輝,蘇偉賢,128,1093,1,1/2,2 5 5 2,1:22.21,13.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,True
6,7,4,勁快聯盟(G046),潘頓,蘇保羅,128,1113,9,3-3/4,4 3 4 7,1:22.75,5.7,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
8,9,5,火鑽(G022),班德禮,容天鵬,126,1196,8,4-1/2,3 1 1 9,1:22.83,8.2,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
12,13,6,星靈精神(G263),薛恩,方嘉柏,126,1053,6,8,11 10 14 13,1:23.42,25.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
3,4,7,威武勇駒(E480),霍宏聲,賀賢,123,1037,12,1-1/2,12 14 11 4,1:22.36,29.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
0,1,8,新境界(D458),梁家俊,文家良,123,1209,5,-,8 8 7 1,1:22.13,12.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,True,True
9,10,9,協奏曲(E176),希威森,丁冠豪,121,1015,11,7,13 9 10 10,1:23.25,164.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
4,5,10,久久為攻(E472),蔡明紹,大衛希斯,121,1171,4,2,5 4 3 5,1:22.47,9.7,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
5,6,11,揚揚大道(G050),田泰安,羅富全,121,1188,2,2-1/4,1 2 2 6,1:22.49,5.3,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
13,14,12,東風壹號(G042),馬雅,姚本輝,120,1195,13,13-1/2,9 11 9 14,1:24.30,73.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
7,8,13,超醒神(G168),何澤堯,呂健威,120,1086,14,4,14 12 12 8,1:22.78,47.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
10,11,14,多多光彩(G167),賀銘年,苗禮德,120,1166,10,7-1/2,10 13 13 11,1:23.33,83.0,2022-06-25,6,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",8,14,False,False
4,5,1,佳運財(E269),薛恩,大衛希斯,135,1214,8,3,10 10 10 5,1:21.94,8.4,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
10,11,2,二郎(C019),陳嘉熙,告東尼,126,1152,6,8-1/2,1 1 1 11,1:22.81,51.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
0,1,3,中華盛景(E379),霍宏聲,告東尼,130,1064,5,-,9 9 9 1,1:21.46,14.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,True,True
9,10,4,寶成智勝(D228),希威森,姚本輝,128,1155,11,6,4 5 6 10,1:22.40,37.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
6,7,5,喜譽寶(E463),何澤堯,蔡約翰,123,1101,2,3-1/4,8 7 5 7,1:21.98,18.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
3,4,6,少爺仔(G094),潘頓,高伯新,123,1234,4,1-3/4,7 8 8 4,1:21.72,3.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
5,6,7,知道再勝(E178),蔡明紹,沈集成,123,1302,7,3-1/4,3 3 4 6,1:21.97,12.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
2,3,8,美麗在線(G057),潘明輝,羅富全,119,1138,9,1-1/2,2 2 2 3,1:21.70,10.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,True
7,8,9,時時歡呼(G240),田泰安,告東尼,121,1247,3,4,6 6 7 8,1:22.10,3.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
8,9,10,旋風飛影(E300),賀銘年,蔡約翰,121,1104,10,4-1/4,11 11 11 9,1:22.16,57.0,2022-06-25,9,沙田,第二班,1400米,好地至快地,"HK$ 2,400,000",3,11,False,False
