,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,頭馬距離,沿途走位,完成時間,獨贏賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
1,2,12,精彩有你(C394),班德禮,姚本輝,120,1083,10,3/4,6 7 6 2,1:22.60,15.0,2022-01-16,5,沙田,第四班,1400米,好地,"HK$ 1,040,000",4,14,False,True
4,5,13,龍寶寶(E098),波健士,蔡約翰,119,1072,1,2-1/4,4 6 8 5,1:22.83,8.0,2022-01-16,5,沙田,第四班,1400米,好地,"HK$ 1,040,000",4,14,False,False
3,4,14,育成精彩(E359),馬雅,葉楚航,118,1143,7,2-1/4,2 3 3 4,1:22.80,30.0,2022-01-16,5,沙田,第四班,1400米,好地,"HK$ 1,040,000",4,14,False,False
9,10,1,精彩生活(E192),陳嘉熙,姚本輝,128,1115,9,5-1/4,1 1 1 10,1:36.04,28.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
4,5,2,嘜誰嘜誰(C323),潘明輝,告東尼,130,1228,6,4,8 8 10 5,1:35.84,23.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
10,11,3,觀世界(E039),田泰安,容天鵬,132,1085,2,6-1/4,10 9 11 11,1:36.23,8.3,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
3,4,4,福朵(E324),何澤堯,蘇偉賢,130,1247,7,2-3/4,6 7 5 4,1:35.66,4.7,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
2,3,5,鐘意寶(D388),霍宏聲,方嘉柏,129,1337,10,1-1/4,11 11 9 3,1:35.41,18.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,True
8,9,6,喜愛善(E376),班德禮,丁冠豪,129,1320,13,5,3 4 3 9,1:36.02,12.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
5,6,7,健康馬(G037),蔡明紹,鄭俊偉,128,1083,14,4,12 12 12 6,1:35.84,11.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
12,13,8,奇妙年華(G001),希威森,韋達,128,1205,12,12,14 14 14 13,1:37.13,152.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
6,7,9,興高采烈(E197),潘頓,蘇保羅,126,1008,1,4,7 6 8 7,1:35.85,4.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
1,2,10,連連行運(C441),莫雷拉,蔡約翰,125,1145,11,短馬頭位,9 10 4 2,1:35.23,7.4,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,True
11,12,11,從所願(G036),巴度,高伯新,125,1213,4,6-1/2,5 5 7 12,1:36.25,7.5,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
7,8,12,蓮花剛玉(E026),賀銘年,賀賢,120,1082,5,4-1/4,13 13 13 8,1:35.88,98.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
0,1,13,蟲草老爺(E259),波健士,葉楚航,116,1010,8,-,2 2 2 1,1:35.21,32.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,True,True
13,14,14,信威王子(D383),楊明綸,徐雨石,115,985,3,17-3/4,4 3 6 14,1:38.04,88.0,2022-01-16,6,沙田,第四班,1600米,好地,"HK$ 1,040,000",13,14,False,False
12,13,1,安采(D066),巴度,蘇偉賢,133,1154,11,11-1/4,13 12 13 13 13,1:48.68,21.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
6,7,2,保羅承傳(C517),潘明輝,羅富全,129,1084,12,2,5 3 4 4 7,1:47.20,14.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
2,3,3,禪勝寶駒(D270),潘頓,呂健威,129,1173,5,頸位,4 4 2 2 3,1:46.95,3.9,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,True
8,9,4,都靈紅星(B092),班德禮,韋達,125,1172,2,4-1/2,6 6 7 8 9,1:47.62,10.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
9,10,5,盛大光輝(C121),巫顯東,丁冠豪,119,1166,4,7-1/2,1 2 5 5 10,1:48.08,31.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
7,8,6,跨渡口(G068),波健士,蔡約翰,119,1087,7,3-1/2,9 9 9 9 8,1:47.43,7.1,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
3,4,7,友港友笑(D367),何澤堯,蘇偉賢,118,1065,1,1,3 5 3 3 4,1:47.05,9.9,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
1,2,8,皇帝金(E077),賀銘年,大衛希斯,116,1040,8,頸位,11 11 10 11 2,1:46.93,16.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,True
5,6,9,大道至正(C197),楊明綸,鄭俊偉,114,1177,3,1-3/4,7 7 6 6 6,1:47.17,11.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
4,5,10,天天精彩(C414),蔡明紹,告東尼,113,1138,9,1,12 10 11 10 5,1:47.05,10.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
0,1,11,浪漫組合(D271),田泰安,沈集成,113,1142,6,-,8 8 8 7 1,1:46.89,8.3,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,True,True
10,11,12,贏科超影(A164),黃俊,高伯新,108,1064,10,10,10 13 12 12 11,1:48.48,79.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
11,12,13,雙天至尊(C293),莫雷拉,呂健威,115,1180,13,10-1/4,2 1 1 1 12,1:48.54,10.0,2022-01-16,7,沙田,第三班,1800米,好地,"HK$ 1,570,000",11,13,False,False
10,11,1,確認眼神(D404),陳嘉熙,姚本輝,128,1213,6,7-1/2,13 13 13 11,1:35.67,14.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
2,3,2,路路醒(E053),何澤堯,羅富全,132,1075,12,2-1/2,11 9 9 3,1:34.89,20.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,True
1,2,3,旭日昇(E466),潘頓,賀賢,131,1229,5,2-1/4,3 5 5 2,1:34.84,2.1,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,True
4,5,4,同舟共濟(G075),巴度,沈集成,129,1086,2,4-1/4,6 8 8 5,1:35.17,11.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
12,13,5,亮麗(G152),賀銘年,葉楚航,126,1170,4,11-1/4,4 2 3 13,1:36.27,112.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
5,6,6,川河冠駒(G139),班德禮,方嘉柏,126,1026,8,4-1/2,12 12 12 6,1:35.20,38.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
11,12,7,喜蓮新星(G135),田泰安,大衛希斯,125,1092,9,9-3/4,8 7 7 12,1:36.04,48.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
7,8,8,超級綠洲(D085),楊明綸,呂健威,124,1144,7,5,10 11 11 8,1:35.27,42.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
0,1,9,醉眼光(G018),莫雷拉,蔡約翰,123,1134,11,-,2 3 2 1,1:34.47,2.9,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,True,True
8,9,10,精準快車(D198),蔡明紹,姚本輝,120,1050,1,5,5 6 6 9,1:35.29,20.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
3,4,11,電玩時代(D269),希威森,韋達,119,1128,13,2-3/4,1 1 1 4,1:34.90,94.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
9,10,12,翡翠綠(C056),馬雅,苗禮德,118,1145,10,5-1/4,7 4 4 10,1:35.33,28.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
6,7,13,威威鬥士(E347),潘明輝,呂健威,115,1054,3,4-3/4,9 10 10 7,1:35.23,41.0,2022-01-16,8,沙田,第三班,1600米,好地,"HK$ 1,570,000",9,13,False,False
1,2,1,必長勝(E240),巴度,文家良,133,1263,5,1-1/2,7 7 2,1:08.57,25.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,True
2,3,2,夢想成金(D358),何澤堯,羅富全,132,1195,2,1-1/2,5 5 3,1:08.58,12.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,True
4,5,3,勝得威風(E219),莫雷拉,蔡約翰,125,1121,10,2-1/4,12 10 5,1:08.72,7.8,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
0,1,4,加州星球(E314),潘頓,告東尼,124,1155,3,-,1 1 1,1:08.34,1.3,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,True,True
10,11,5,加州雷電(D147),蔡明紹,告東尼,123,1249,7,7,6 6 11,1:09.48,23.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
5,6,6,紅運大師(C287),賀銘年,蔡約翰,123,1075,1,3-1/4,4 3 6,1:08.86,58.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
6,7,7,寶成智勝(D228),田泰安,姚本輝,120,1166,6,3-1/2,8 8 7,1:08.91,17.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
7,8,8,疾風勁草(D197),霍宏聲,鄭俊偉,120,1130,11,3-1/2,10 9 8,1:08.92,102.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
9,10,9,鴻運飛鷹(D481),陳嘉熙,呂健威,114,1270,8,6,11 12 10,1:09.28,36.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
11,12,10,飛霸龍(B033),馬雅,苗禮德,119,1121,12,12-1/4,3 4 12,1:10.29,127.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
8,9,11,傳盛(B416),潘明輝,呂健威,117,1247,9,3-3/4,9 11 9,1:08.95,57.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
3,4,12,精彩勇士(D387),波健士,大衛希斯,116,1160,4,2-1/4,2 2 4,1:08.71,24.0,2022-01-16,9,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,12,False,False
9,10,1,醉醒神(B436),何澤堯,丁冠豪,133,1107,2,10-1/2,7 4 4 4 10,1:51.15,10.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
6,7,2,馬主星輝(B427),田泰安,蘇偉賢,131,1130,12,5-1/2,12 11 11 11 7,1:50.35,20.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
3,4,3,旺旺寶駒(C418),潘明輝,何良,129,1085,9,1,2 2 2 1 4,1:49.64,7.8,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
0,1,4,度身訂做(C522),莫雷拉,方嘉柏,129,1066,3,-,5 7 6 8 1,1:49.48,5.9,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,True,True
7,8,5,老表醒(D249),薛恩,葉楚航,128,1015,11,6,11 12 12 7 8,1:50.46,39.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
8,9,6,勁叻仔(D513),潘頓,鄭俊偉,127,1060,7,7,4 3 3 3 9,1:50.59,3.4,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
1,2,7,幸運飛彈(C501),霍宏聲,賀賢,127,1131,8,短馬頭位,9 8 9 9 2,1:49.49,16.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,True
10,11,8,成功星駒(D065),班德禮,高伯新,127,987,4,13-1/4,3 5 5 6 11,1:51.61,5.5,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
4,5,9,生生福運(D274),蔡明紹,徐雨石,122,1010,10,1-1/2,10 10 10 5 5,1:49.73,17.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
2,3,10,波哥哥(E239),馬雅,苗禮德,119,1149,6,3/4,6 6 7 10 3,1:49.60,23.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,True
5,6,11,金剛福星(D017),波健士,蔡約翰,115,1034,5,1-3/4,8 9 8 12 6,1:49.76,17.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
11,12,12,正義駒(D146),楊明綸,姚本輝,113,1115,1,20,1 1 1 2 12,1:52.69,15.0,2022-01-19,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",4,12,False,False
3,4,1,紫菜福星(C440),何澤堯,呂健威,132,1154,4,2-1/2,7 7 7 4,1:41.98,8.7,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
4,5,2,包裝風雲(E381),潘頓,沈集成,130,1078,10,2-1/2,8 8 8 5,1:41.99,7.2,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
7,8,3,青工精神(E231),楊明綸,大衛希斯,128,1041,1,5-3/4,2 3 3 8,1:42.47,17.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
9,10,4,安寶(E407),薛恩,方嘉柏,127,1064,2,8,4 6 6 10,1:42.85,44.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
2,3,5,噴火龍(B463),霍宏聲,苗禮德,125,1015,3,2-1/2,3 4 4 3,1:41.96,4.9,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,True
8,9,6,佳運來(T380),潘明輝,徐雨石,121,1039,9,7-1/2,10 10 10 9,1:42.75,42.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
6,7,7,勁力威龍(C437),田泰安,文家良,122,1119,6,4-1/4,5 2 2 7,1:42.26,19.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
5,6,8,龍戰士(C153),波健士,蘇保羅,122,1129,7,4,9 9 9 6,1:42.20,13.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
11,12,9,奮鬥之星(E247),馬雅,姚本輝,119,1123,8,10-1/4,11 11 11 12,1:43.19,96.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
0,1,10,爆谷(D307),莫雷拉,告東尼,118,999,5,-,6 5 5 1,1:41.57,2.2,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,True,True
1,2,11,鵲橋飛渡(A247),蔡明紹,蘇偉賢,117,1115,11,頸位,1 1 1 2,1:41.64,23.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,True
10,11,12,雲彩飛揚(E122),巴度,葉楚航,115,1019,12,9-3/4,12 12 12 11,1:43.12,39.0,2022-01-19,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",10,12,False,False
6,7,1,友心友型(E100),巴度,葉楚航,132,1107,12,3-1/4,11 11 7,1:10.47,11.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
4,5,2,騰龍超影(T372),波健士,蘇保羅,129,1149,9,1-3/4,8 8 5,1:10.23,34.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
2,3,3,贏多多(C004),賀銘年,丁冠豪,129,1093,2,1,4 3 3,1:10.10,5.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,True
1,2,4,飛騰騅(E494),薛恩,方嘉柏,127,1047,5,3/4,3 4 2,1:10.07,3.2,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,True
10,11,5,電訊火箭(C137),何澤堯,徐雨石,127,1100,1,5-1/4,5 5 11,1:10.79,13.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
9,10,6,種福者(B390),莫雷拉,文家良,126,1188,7,4-1/4,7 7 10,1:10.61,5.7,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
7,8,7,桃花多(E488),田泰安,告東尼,126,1082,6,3-1/2,10 10 8,1:10.50,14.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
3,4,8,四條煙(D365),潘頓,大衛希斯,126,1041,11,1-1/2,2 2 4,1:10.18,11.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
11,12,9,福祐(G005),潘明輝,高伯新,124,1246,10,10-1/4,12 12 12,1:11.60,59.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
0,1,10,冰雪奇遇(E075),班德禮,容天鵬,125,1164,3,-,6 6 1,1:09.94,14.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,True,True
5,6,11,寶山鷹(C248),馬雅,苗禮德,119,1088,4,2-1/2,1 1 6,1:10.34,13.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
8,9,12,馬功臣(A296),楊明綸,蘇偉賢,116,1146,8,4,9 9 9,1:10.59,52.0,2022-01-19,3,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
2,3,1,忠誠駒(E130),潘頓,羅富全,133,1177,6,3,4 4 4 3,1:40.19,2.6,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,True
0,1,2,勁駒(D138),莫雷拉,賀賢,131,1105,8,-,8 8 6 1,1:39.72,6.1,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,True,True
9,10,3,妙算歡騰(E383),賀銘年,丁冠豪,129,1209,5,14-1/4,2 3 5 10,1:41.98,42.0,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
3,4,4,捷報(E123),巴度,方嘉柏,123,1082,3,3-1/2,6 6 3 4,1:40.27,7.1,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
5,6,5,盈嘉輝(C080),楊明綸,徐雨石,123,1071,7,6,11 11 11 6,1:40.68,21.0,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
11,12,6,喜氣綿綿(C236),何澤堯,蘇保羅,121,1119,9,14-3/4,12 12 10 12,1:42.08,52.0,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
1,2,7,日輝煌(E339),田泰安,沈集成,121,1099,11,2-3/4,10 10 8 2,1:40.16,26.0,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,True
4,5,8,伊貝(E372),波健士,大衛希斯,119,1057,4,5,9 9 12 5,1:40.50,8.8,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
8,9,9,福善(C426),馬雅,高伯新,119,1093,2,11-3/4,7 7 9 9,1:41.59,57.0,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
6,7,10,信心滿滿(D229),班德禮,呂健威,118,995,1,6-1/2,5 5 7 7,1:40.75,7.7,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
7,8,11,天衣無縫(C261),蔡明紹,文家良,117,1138,12,8-1/4,3 2 1 8,1:41.05,13.0,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
10,11,12,旅遊達人(E170),潘明輝,徐雨石,112,1001,10,14-1/2,1 1 2 11,1:42.03,13.0,2022-01-19,4,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",2,12,False,False
2,3,1,電訊巴打(D482),潘明輝,徐雨石,130,1100,8,2-1/2,1 1 1 3,1:38.74,29.0,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,True
5,6,2,歡欣福星(D273),巴度,呂健威,127,1033,1,4,7 7 7 6,1:39.00,4.5,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,False
8,9,3,常拼常勇(E306),何澤堯,苗禮德,126,1120,10,5-3/4,10 9 10 9,1:39.26,9.2,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,False
1,2,4,喜駿駒(D479),莫雷拉,蔡約翰,126,1077,6,頸位,6 6 6 2,1:38.41,6.0,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,True
4,5,5,太陽威威(C111),薛恩,羅富全,126,1106,2,3-3/4,4 3 3 5,1:38.96,6.1,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,False
0,1,6,美麗同享(E058),潘頓,告東尼,125,1026,4,-,5 5 5 1,1:38.36,3.4,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,True,True
7,8,7,莎皇者(E224),蔡明紹,徐雨石,124,1059,7,5-1/2,3 4 4 8,1:39.25,20.0,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,False
6,7,8,熱血鬥士(C360),波健士,告東尼,120,1145,3,5-1/2,8 8 8 7,1:39.24,14.0,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,False
9,10,9,又係熊(C301),班德禮,賀賢,118,1083,5,8,2 2 2 10,1:39.64,45.0,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,False
3,4,10,黑桃火箭(G170),田泰安,方嘉柏,118,1185,9,3-3/4,9 10 9 4,1:38.95,11.0,2022-01-19,6,跑馬地,第二班,1650米,好地,"HK$ 2,400,000",6,10,False,False
0,1,1,知道必勝(C383),蔡明紹,沈集成,133,1255,2,-,6 6 1,1:09.21,3.3,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,True,True
1,2,2,維港奔流(D042),潘明輝,羅富全,130,1133,9,1,3 2 2,1:09.36,13.0,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,True
8,9,3,戰臣(E317),班德禮,大衛希斯,122,1233,11,6-3/4,2 3 9,1:10.29,73.0,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
7,8,4,神駿馬車(D156),田泰安,姚本輝,121,1075,8,5-1/2,7 7 8,1:10.08,5.1,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
3,4,5,智醒財星(D421),霍宏聲,方嘉柏,120,1193,5,2-1/4,1 1 4,1:09.59,10.0,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
5,6,6,高明駿將(C511),何澤堯,呂健威,120,1066,7,4-3/4,5 4 6,1:09.97,35.0,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
10,11,7,時時好運(E195),巴度,高伯新,116,1077,1,10-1/4,11 11 11,1:10.85,26.0,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
6,7,8,童話(B238),黃俊,徐雨石,110,1144,4,5-1/4,9 9 7,1:10.03,32.0,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
4,5,9,秒秒精彩(D283),波健士,告東尼,115,1098,3,3-1/4,4 5 5,1:09.71,7.5,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
9,10,10,虹鴻(D098),巫顯東,賀賢,112,1194,10,7-1/4,10 10 10,1:10.37,62.0,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,False
2,3,11,志勝時機(E444),莫雷拉,蔡約翰,116,1079,6,2-1/4,8 8 3,1:09.56,3.4,2022-01-19,7,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",1,11,False,True
2,3,1,確妙星(D173),潘頓,容天鵬,133,1148,6,2,5 4 3 3,1:39.80,7.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,True
10,11,2,倬躍錦標(E133),賀銘年,大衛希斯,133,1161,11,16-3/4,3 1 2 11,1:42.17,37.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
5,6,3,大眾開心(D029),巴度,羅富全,133,1100,7,3-1/4,2 3 4 6,1:40.00,10.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
9,10,4,喜蓮慧星(D460),田泰安,告東尼,133,1214,5,7-1/2,9 9 5 10,1:40.70,25.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
4,5,5,勝賢(D169),薛恩,方嘉柏,129,1052,3,2-1/2,1 2 1 5,1:39.90,4.7,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
0,1,6,幸福至上(E302),何澤堯,沈集成,125,1023,10,-,11 11 8 1,1:39.49,11.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,True,True
1,2,7,百勝名駒(E230),班德禮,呂健威,123,1115,8,2,6 7 10 2,1:39.80,17.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,True
7,8,8,安帥(G136),霍宏聲,賀賢,120,1135,2,4,10 10 11 8,1:40.13,95.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
6,7,9,喜快(G143),蔡明紹,沈集成,119,1176,9,3-3/4,4 5 6 7,1:40.09,25.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
8,9,10,白鷺飛翔(A127),希威森,苗禮德,117,1198,1,5,7 6 7 9,1:40.28,18.0,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
3,4,11,二雋(D415),莫雷拉,蔡約翰,116,1033,4,2,8 8 9 4,1:39.81,2.2,2022-01-19,8,跑馬地,第三班,1650米,好地,"HK$ 1,570,000",6,11,False,False
6,7,1,場場精綵(D126),田泰安,告東尼,133,1109,8,3-1/2,8 7 7,1:09.90,47.0,2022-01-19,9,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",2,12,False,False
0,1,2,年年旺(C122),薛恩,高伯新,132,1225,4,-,7 8 1,1:09.35,9.1,2022-01-19,9,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",2,12,True,True
